PLANT,Site,Site Code,VISIT_DATE,OBSERVER,ORGANIZATION,VISIT_STATUS_NUM,VISIT_STATUS_CHAR,SEARCH_SQFT,GROSS_SQFT,PLANT_COUNT,PERCENT_COVER,AGE_SIZE,DISTRIBUTION,PHENOLOGY,NATIVE,NON_NAT,iMap Searched Record,iMap Pres/Not Det,iMap Treat,WIND_SPEED,WIND_DIR,TEMP,PERCENT_TREATED,GROSS_TREAT_SQFT,ACTUAL_HERBICIDE_SQFT,PU_COUNT,PU_PERCENT,FO_COUNT,FO_PERCENT,CO_COUNT,CO_PERCENT,CS_COUNT,BB_COUNT,HS_COUNT,HERBICIDE_NAME,AI_CONCENTRATION,AMT_OF_MIX,MIX_UNITS,AMT_OF_PRODUCT,PRODUCT_UNITS,PHOTO_NAMES,Notes
_ARIT_,HARR,HARR_BETH_004,2021-06-06T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,1,partially treated,27007,22651,9,26-50,mature,dense plants/clumps,immature fruit,high,medium,1193741,,,,,89,26-50,19166,,164,,,,,,76,,,Roundup Weed and Grass Killer Super Conc,50.2,64,mL,64,mL,,Phenology Notes: Mostly Vegetative. Site Hazard Notes: Traffic
,,HARR_BETH_004,2021-09-24T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,27007,22651,68,51-75,mature,dense plants/clumps,mature fruit,medium,medium,,,,,,,51-75,19166,,,,,,,,68,,,Pathfinder II,0.136,49,FL,49,FL,,
_PUMO_,HARR,HARR_BETH_005,2021-06-06T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,19166,14810,102,26-50,mature,dense plants/clumps,immature fruit,medium,medium,1193742,,,,,89,51-75,12632,,59,,,,,,43,,,Pathfinder II,13.6,16.31,FL,16.31,FL,,"Roadside, broken glass"
_LECU_,HARR,HARR_BETH_005,2021-07-19T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,3029,2246,52,76-100,mature,monoculture,vegetative,medium,medium,,,,,,,76-100,2152,,15,,,,,,37,,,Pathfinder II,0.136,5,FL,5,FL,,
,,HARR_BETH_006,2021-09-25T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,21780,7880,164,26-50,mature,dense plants/clumps,mature fruit,high,medium,,,,,,,51-75,7726,,77,,,,,,87,,,Pathfinder II,0.136,20,FL,20,FL,,"Planted boneset, seaside goldenrod, woolgrass, silverrod, little blue stem grass and blue stem goldenrod"
_CYSC4_,HARR,HARR_CEOR7_001,2020-06-20T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2500,14,25-May,mature,trace,vegetative,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CEOR7_001,2020-06-20T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,2500,,<5,mature,,vegetative,,,,,,,,,<10,,,14,,,,,,,,,,,,,,,,
_ILCR2_,HARR,HARR_CEOR7_002,2020-09-26T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,2,completely treated,,60000,18,<5,mature,sparse,mature fruit,high,low,,,,,,,76-100,60000,,15,,,,,,3,,,Accord XRT II,,0.01,FL,0.005,FL,,
_POPE10_,HARR,HARR_CEOR7_002,2020-10-03T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,1,partially treated,,75000,11,<5,mature,sparse,mature fruit,high,low,,,,,,,<10,75000,,,,,,,,,,,,,,,,,,
_VIDI80_,HARR,HARR_CEOR7_002,2020-10-10T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,1,partially treated,,2000,53,<5,mature,sparse,mature fruit,high,low,,,,,,,51-75,,,31,,,,,,22,,,Accord XRT II,,0.07,FL,0.03,FL,,
_ACAR10_,HARR,HARR_CEOR7_002,2021-06-12T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,2,completely treated,,60000,93,<5,seedling,sparse,vegetative,high,low,,,,,,,76-100,60000,,93,,,,,,,,,,,,,,,,
_RULA_,HARR,HARR_CEOR7_002,2021-06-30T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,1,partially treated,,60000,55,<5,sapling,sparse,vegetative,high,low,,,,,,,76-100,60000,,36,,,,,,19,,,Accord XRT II,0.502,0.56,FL,0.56,FL,,
_PLEIO_,HARR,HARR_CEOR7_002,2021-07-17T04:00:00Z,Rich Rockwell,New York - New Jersey Trail Conference,1,partially treated,200000,60000,19,<5,seedling,sparse,vegetative,high,low,,,,,,,76-100,60000,,19,,,,,,,,,,,,,,,,
_ARIT_,HARR,HARR_CEOR7_003,2021-06-06T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,2,completely treated,27007,22651,13,<5,mature,sparse,vegetative,high,medium,1193741,,,,,89,76-100,19166,,13,,,,,,,,,,,,,,,,Traffic
_PUMO_,HARR,HARR_CEOR7_004,2021-06-06T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,1,partially treated,19166,14810,14,<5,mature,sparse,vegetative,medium,medium,1193742,,,,,,25-Oct,10890,,6,,,,,,8,,,Pathfinder II,13.6,3.03,FL,3.03,FL,,"Glass, roadside"
_AREL8_,HARR,HARR_CYSC4_001,2014-06-12T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,2,completely treated,,200,,,mature,,flower,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,
_ACAR10_,HARR,HARR_CYSC4_001,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,600,2,<5,mature,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_SYPA12_,HARR,HARR_CYSC4_001,2016-05-28T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,7500,189,25-May,mature,,flower,,,,,,,,,76-100,7500,1.7,172,,,,,,17,,,Accord XRT II,25,8,mL,,,,
_SAGL12_,HARR,HARR_CYSC4_001,2017-05-17T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,3000,33,<5,mature,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_001,2017-07-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,1,partially treated,,3000,27,25-May,mature,,mature fruit,,,,,,,,,76-100,3000,,,,27,,,,,,,Accord XRT II,1.5,50.721,FL,0.760815511,FL,,"Treated all plants found, but it rained as soon as I finished spraying."
_AKQU_,HARR,HARR_CYSC4_001,2017-07-13T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,3000,41,25-May,mature,,mature fruit,,,,,,,,,76-100,10000,,,,41,,,,,,,Accord XRT II,1.5,101.442,FL,1.521631,FL,,Re-treated since previous treatment was rained on. Found a few new plants and treated those as well.
_AREL8_,HARR,HARR_CYSC4_001,2018-05-19T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,1784,15,<5,mature,,flower,,,NY-448643U,,,,,,76-100,1784,,15,,,,,,,,,,,,,,,,rain
_RHSC3_,HARR,HARR_CYSC4_001,2018-07-26T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,2,completely treated,,1200,17,<5,sapling,,vegetative,,,,,,,,,76-100,17,,17,,,,,,,,,,,,,,,,
_VIDI80_,HARR,HARR_CYSC4_001,2019-05-25T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,2,completely treated,,1595,14,<5,sapling,,vegetative,low,medium,1014584,,,,,,76-100,,,14,,,,,,,,,,,,,,,,"**DD VERIFIED NO PLANTS 6/6/19** To plants: Very scattered. Recommend parking at maint shed on route 6. If going west bound on route 6, drive past bailey town rd and shed will be on left. From shed walk towards power post in field just about 100' down rd."
_CYSC4_,HARR,HARR_CYSC4_001,2020-06-12T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,21344,10,<5,mature,sparse,immature fruit,,,,,,,,,76-100,935,,10,100,,,,,,,,,,,,,,,
_PHVI81_,HARR,HARR_CYSC4_001,2021-06-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,21840,441,6,<5,mature,sparse,flower,,,,,,,,,76-100,441,,6,,,,,,,,,,,,,,,,
,,HARR_CYSC4_001,2022-05-27T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,25439,1393,65,25-May,mature,sparse,flower,medium,medium,,,,,,,76-100,1394,,47,,,,,,18,,,Pathfinder II,13.6,2,FL,2,FL,,
_AREL8_,HARR,HARR_CYSC4_002,2014-06-12T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,2,completely treated,,,,,mature,,flower,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_002,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,1,1,,sapling,,vegetative,,,,,,,,,76-100,1,,1,,,,,,,,,,,,,,,,Plant found right of road at entrance by big boulder
_AREL8_,HARR,HARR_CYSC4_002,2016-05-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,45,4,<5,adult reproducing,,flower,,,,,,,,,76-100,45,,4,,,,,,,,,,,,,,,,
_SAGL12_,HARR,HARR_CYSC4_002,2017-05-26T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,280,5,<5,sapling,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,ISF-RamapoSF-SIMONELLI-05-27-17-Japanese Angelica Tree population on rock outcrop,Plants may be difficult to spot among grasses and other herbaceous plants.
_AREL8_,HARR,HARR_CYSC4_002,2017-06-30T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,82,6,<5,sapling,,vegetative,,,,,,,,,76-100,82,,6,,,,,,,,,,,,,,,,
_VISI_,HARR,HARR_CYSC4_002,2018-06-26T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,1,partially treated,,30,4,<5,sapling,,vegetative,,,,,,,,,51-75,30,,4,,,,,,,,,,,,,,,,NY-451129U
_PHVI81_,HARR,HARR_CYSC4_002,2018-07-31T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,2,completely treated,,1,1,76-100,seedling,,vegetative,,,,,,,,,76-100,1,,1,,,,,,,,,,,,,,,,Timber rattlesnake spotted adjacent to site
_AREL8_,HARR,HARR_CYSC4_002,2019-05-06T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,1013894,,,,,,,,,,,,,,,,,,,,,,,,,"iMap ID: 1013894. Searched area with detection dog, no plants found."
_CYSC4_,HARR,HARR_CYSC4_002,2020-06-15T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,500,12,<5,mature,trace,vegetative,,,,,,,,,76-100,15,,12,,,,,,,,,,,,,,,,
_PHVI81_,HARR,HARR_CYSC4_002,2021-06-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,21442,645,6,<5,sapling,sparse,vegetative,,,,,,,,,76-100,5,,6,,,,,,,,,,,,,,,,
,,HARR_CYSC4_002,2021-10-02T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,17341,1076,2,<5,sapling,trace,vegetative,,,,,,,,,76-100,100,,2,,,,,,,,,,,,,,,,
,,HARR_CYSC4_002,2021-10-07T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,4682,645,30,<5,sapling,sparse,vegetative,,,,,,,,,76-100,60,,30,,,,,,,,,,,,,,,,
,,HARR_CYSC4_002,2022-10-07T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,5453,40,3,<5,sapling,sparse,vegetative,,,,,,,,,76-100,40,,3,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_003,2014-06-12T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,1,partially treated,,24,,,mature,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ELAN_,HARR,HARR_CYSC4_003,2014-08-14T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,2,completely treated,,24,,,mature,,mature fruit,,,,,,,,,76-100,24,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_003,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,600,50,51-75,mature,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plants found downhill by big boulder
_AREL8_,HARR,HARR_CYSC4_003,2016-05-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,1,partially treated,,1890,121,<5,seedling,,vegetative,,,,,,,,,25-Oct,1440,,121,,,,,,,,,,,,,,,,
_SYPA12_,HARR,HARR_CYSC4_003,2016-05-28T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,1800,49,25-May,mature,,immature fruit,,,,,,,,,76-100,1800,3,20,,,,,,29,,,Accord XRT II,25,11,mL,,,,
_SAGL12_,HARR,HARR_CYSC4_003,2017-05-26T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,630,28,<5,mature,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_003,2017-06-30T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,328,120,25-May,sapling,,vegetative,,,,,,,,,76-100,328,,120,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_003,2018-02-21T05:00:00Z,Michael Young,New York - New Jersey Trail Conference,0,untreated,,1875,30,<5,sapling,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_003,2018-04-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,0,untreated,,14875,30,<5,mature,,vegetative,,,,,,,,,<10,,,,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_003,2018-05-19T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,16309,268,25-May,mature,,vegetative,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,
_VISI_,HARR,HARR_CYSC4_003,2018-06-26T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,1,partially treated,,300,48,<5,sapling,,vegetative,,,,,,,,,51-75,15,,45,,,,3,,,,,,,,,,,,"NY-451128U. 3 plants snapped when manual removal was attempted; these were recorded as cut only, and marked with yellow flags."
_SYPA12_,HARR,HARR_CYSC4_003,2018-07-10T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,2,completely treated,,150,27,<5,mature,,vegetative,,,,,,,,,76-100,8,3,24,,,,,,3,,,Accord XRT II,25,1,mL,0.5,mL,,NY-451872U. The 3 stems that were treated with cut stump had been cut in the previous visit.
_AREL8_,HARR,HARR_CYSC4_003,2019-05-06T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,0,untreated,,,15,<5,sapling,,vegetative,,,1013478,,,,,,,,,,,,,,,,,,,,,,,,,Site is at top of hill at beginning of guard rail along rock ledge.
_MISI_,HARR,HARR_CYSC4_003,2019-05-11T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2570,41,25-May,sapling,,vegetative,high,low,1013681,,,,,,76-100,2570,1,40,,,,,,1,,,Accord XRT II,25,1,mL,0.5,mL,,
_CYSC4_,HARR,HARR_CYSC4_003,2020-05-31T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,2000,44,<5,mature,sparse,flower,,,,,,,,,76-100,,,44,,,,,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_003,2020-06-01T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,2000,73,26-50,mature,dense plants/clumps,flower,,,,,,,,,76-100,,,73,,,,,,,,,,,,,,,,
_PHVI81_,HARR,HARR_CYSC4_003,2021-06-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,8762,1603,35,<5,mature,sparse,flower,,,,,,,,,76-100,1604,,35,,,,,,,,,,,,,,,,
,,HARR_CYSC4_003,2021-10-01T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,8148,3358,54,<5,sapling,sparse,vegetative,,,,,,,,,76-100,3358,,54,,,,,,,,,,,,,,,,
,,HARR_CYSC4_003,2021-10-07T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,12938,1173,15,<5,mature,sparse,vegetative,,,,,,,,,76-100,1173,,15,,,,,,,,,,,,,,,,
,,HARR_CYSC4_003,2022-05-21T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,5000,1000,14,<5,sapling,sparse,vegetative,low,high,,,,,,,76-100,1000,,14,100,,,,,,,,,,,,,,,
_ELAN_,HARR,HARR_CYSC4_004,2014-08-14T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,2,completely treated,,200,,,mature,,mature fruit,,,,,,,,,76-100,200,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_004,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,5,5,76-100,adult non-reproducing,,vegetative,,,,,,,,,76-100,5,,5,,,,,,,,,,,,,,,,NY-325818U-P
_SYPA12_,HARR,HARR_CYSC4_004,2016-05-28T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,100,13,25-May,adult reproducing,,flower,,,,,,,,,76-100,100,,13,,,,,,,,,,,,,,,,
_SAGL12_,HARR,HARR_CYSC4_004,2017-05-26T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,390,36,<5,mature,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check down slope-- sizeable flowering plant down there
_AREL8_,HARR,HARR_CYSC4_004,2017-06-30T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,700,,25-May,adult reproducing,,mature fruit,,,,,,,,,76-100,2296,,,,,,,,,,,,,,,,,,Immature seedpods removed from plants and disposed of in garbage bags
_SYPA12_,HARR,HARR_CYSC4_004,2018-07-10T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_004,2019-05-06T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,0,untreated,,500,,<5,sapling,,vegetative,high,low,1013478,,,,,,25-Oct,2,,2,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_004,2019-05-11T04:00:00Z,Linda Rohleder,New York - New Jersey Trail Conference,2,completely treated,,1971,61,25-May,mature,,vegetative,medium,medium,1013679,,,,,,76-100,1971,,61,,,,,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_004,2020-05-31T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,1000,30,<5,mature,sparse,flower,,,,,,,,,76-100,,,29,,,,1,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_004,2020-05-31T04:00:00Z,Joshua Beese,New York - New Jersey Trail Conference,1,partially treated,,3752,30,<5,mature,sparse,flower,,,,,,,,,76-100,800,,29,,,,1,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_004,2020-06-01T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,2500,38,25-May,mature,dense plants/clumps,flower,,,,,,,,,76-100,,,38,,,,,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_004,2020-06-01T04:00:00Z,Joshua Beese,New York - New Jersey Trail Conference,2,completely treated,,2680,38,<5,mature,sparse,flower,,,,,,,,,76-100,800,,38,,,,,,,,,,,,,,,,
_SYPA12_,HARR,HARR_CYSC4_004,2021-06-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,5360,1506,61,<5,mature,sparse,flower,,,,,,,,,76-100,1507,,61,,,,,,,,,,,,,,,,
,,HARR_CYSC4_004,2021-10-01T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,3063,1572,123,<5,mature,sparse,vegetative,,,,,,,,,76-100,1572,,123,,,,,,,,,,,,,,,,
,,HARR_CYSC4_004,2021-10-08T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,3997,3310,21,<5,sapling,sparse,vegetative,,,,,,,,,76-100,3311,,21,,,,,,,,,,,,,,,,
,,HARR_CYSC4_004,2022-05-21T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,3000,800,14,<5,sapling,sparse,vegetative,,,,,,,,,76-100,800,,14,100,,,,,,,,,,,,,,,
_ELAN_,HARR,HARR_CYSC4_005,2014-08-14T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,2,completely treated,,15000,,,mature,,mature fruit,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_005,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,100,20,<5,adult reproducing,,mature fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,HARR,HARR_CYSC4_005,2015-10-23T04:00:00Z,Justin Dennis,New York - New Jersey Trail Conference,2,completely treated,,15000,32,<5,adult reproducing,,vegetative,,,,,,,,,76-100,,50,5,,,,,,27,,,Accord XRT II,25,5,mL,2.5,mL,,
_SYPA12_,HARR,HARR_CYSC4_005,2016-05-28T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,62500,5,<5,adult reproducing,,flower,,,,,,,,,76-100,1,,5,,,,,,,,,,,,,,,,
_SAGL12_,HARR,HARR_CYSC4_005,2017-05-26T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,9750,35,<5,mature,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plants concentrated on downslope at back of field. A few are scattered on the level portion.
_AREL8_,HARR,HARR_CYSC4_005,2017-06-30T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,9842,70,<5,adult reproducing,,mature fruit,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,1 fruiting plant removed
_PHVI81_,HARR,HARR_CYSC4_005,2018-07-31T04:00:00Z,Allison McKenna,New York - New Jersey Trail Conference,1,partially treated,,44004,310,25-May,adult reproducing,,mature fruit,,,,,,,,,76-100,289,,283,,,,6,,,,,,,,,,,,"Ground nesting bees/wasps present. NY-452740U, 54552"
_CYSC4_,HARR,HARR_CYSC4_005,2020-05-24T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,14000,308,25-May,mature,dense plants/clumps,flower,,,,,,,,,76-100,,,280,,,,28,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_005,2020-05-30T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,8000,45,25-May,mature,dense plants/clumps,flower,,,,,,,,,25-Oct,,,6,,,,39,,,,,,,,,,,,
_CYSC4_,HARR,HARR_CYSC4_005,2020-07-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,,68,<5,mature,sparse,flower,,,,,,,,,76-100,,,2,,,,,,66,,,Rodeo,25,38,mL,19,mL,,
_CYSC4_,HARR,HARR_CYSC4_005,2020-07-25T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,14000,,<5,sapling,sparse,vegetative,,,,,,,,,<10,,,0,0,,,,,,,,,,,,,,,"Not pulled, only flagged.  Left site when timber rattlesnake seen."
_BETH_,HARR,HARR_CYSC4_005,2020-08-23T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,1,partially treated,,14000,36,<5,sapling,sparse,vegetative,,,,,,,,,76-100,,,36,100,,,,,,,,,,,,,,,3 stumps were cut from last visit that have not been treated yet
_COIN21_,HARR,HARR_CYSC4_005,2021-06-11T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,30709,15112,33,<5,sapling,sparse,vegetative,,,,,,,,,76-100,15113,,33,,,,,,,,,,,,,,,,
,,HARR_CYSC4_005,2021-10-01T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,34901,13492,83,<5,mature,sparse,vegetative,,,,,,,,,76-100,13492,,83,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_006,2014-07-11T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,1,partially treated,,4000,,,mature,,mature fruit,,,,,,,,,76-100,4000,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_006,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,400,15,25-May,adult reproducing,,mature fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_SYPA12_,HARR,HARR_CYSC4_006,2016-05-28T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,200,37,25-May,adult reproducing,,flower,,,,,,,,,76-100,200,0.1,36,,,,,,1,,,Accord XRT II,25,1,mL,,,,
_HEMA17_,HARR,HARR_CYSC4_006,2017-06-11T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,456,45,25-May,sapling,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,HARR,HARR_CYSC4_006,2017-07-16T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,700,139,26-50,adult reproducing,,mature fruit,,,,,,,,,76-100,700,,139,,,,,,,,,,,,,,,,
_STJA5_,HARR,HARR_CYSC4_006,2018-07-23T04:00:00Z,"Allison McKenna, Michael Young",New York - New Jersey Trail Conference,2,completely treated,,1500,140,25-May,adult reproducing,,mature fruit,,,,,,,,,76-100,140,,140,,,,,,,,,,,,,,,,"NY-452229U, 54088"
_MISI_,HARR,HARR_CYSC4_006,2019-06-21T04:00:00Z,"Linda Rohleder, NYS Parks Crew",New York - New Jersey Trail Conference,2,completely treated,,1500,19,25-May,sapling,,vegetative,,,,,,,,,76-100,49,,19,,,,,,,,,,,,,,,,2019: Plants to the right of ONE WAY sign on slope between road and pine tree
_CYSC4_,HARR,HARR_CYSC4_006,2020-06-12T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,,2816,20,<5,mature,sparse,flower,,,,,,,,,76-100,100,,20,100,,,,,,,,,,,,,,,
_SYPA12_,HARR,HARR_CYSC4_006,2021-06-05T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,14962,3013,120,<5,mature,linearly scattered,flower,,,,,,,,,76-100,3014,,200,,,,,,,,,,,,,,,,
,,HARR_CYSC4_006,2021-10-12T04:00:00Z,Arden Blumenthal,New York - New Jersey Trail Conference,2,completely treated,16889,1915,26,<5,sapling,sparse,vegetative,,,,,,,,,76-100,1916,,26,,,,,,,,,,,,,,,,
_AREL8_,HARR,HARR_CYSC4_007,2014-07-11T04:00:00Z,Ashley Shepard,New York - New Jersey Trail Conference,1,partially treated,,900,,,mature,,mature fruit,,,,,,,,,51-75,900,,,,,,,,,,,,,,,,,,
_ARHI3_,HARR,HARR_CYSC4_007,2015-08-03T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,0,untreated,,1000,50,25-May,adult reproducing,,mature fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
